,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_size,job_category
6585,2024,Mid-level,Full-time,Business Intelligence Developer,92000,United States,In-person,Medium,BI and Visualization
6586,2024,Senior,Full-time,Data Architect,92190,Canada,In-person,Medium,Data Architecture and Modeling
6587,2024,Senior,Full-time,Data Engineer,92190,Canada,Remote,Medium,Data Engineering
6588,2024,Senior,Full-time,Data Modeler,92190,Canada,In-person,Medium,Data Architecture and Modeling
6589,2024,Senior,Full-time,Data Scientist,92300,United States,In-person,Medium,Data Science and Research
6590,2024,Entry-level,Full-time,Data Analyst,92700,United States,Remote,Medium,Data Analysis
6591,2024,Senior,Full-time,Data Scientist,92700,United States,Remote,Medium,Data Science and Research
6592,2024,Entry-level,Full-time,Data Analyst,92810,United States,In-person,Medium,Data Analysis
6593,2024,Entry-level,Full-time,Data Analyst,93000,United States,In-person,Medium,Data Analysis
6594,2024,Mid-level,Full-time,Data Scientist,93000,United States,Remote,Medium,Data Science and Research
6595,2024,Entry-level,Part-time,Data Engineer,93000,United States,In-person,Medium,Data Engineering
6596,2024,Entry-level,Part-time,Data Analyst,93000,United States,In-person,Medium,Data Analysis
6597,2024,Senior,Full-time,Data Analyst,93000,United States,In-person,Medium,Data Analysis
6598,2024,Mid-level,Full-time,Data Engineer,93000,United States,In-person,Medium,Data Engineering
6599,2024,Mid-level,Full-time,Data Scientist,93100,United States,In-person,Medium,Data Science and Research
6600,2024,Mid-level,Full-time,Data Scientist,93300,United States,In-person,Medium,Data Science and Research
6601,2024,Senior,Full-time,AI Engineer,93300,United States,In-person,Medium,Machine Learning and AI
6602,2024,Senior,Full-time,Data Scientist,93300,United States,In-person,Medium,Data Science and Research
6603,2024,Senior,Full-time,Research Analyst,93300,United States,In-person,Medium,Data Science and Research
6604,2024,Mid-level,Full-time,AI Product Manager,93300,United States,In-person,Medium,Machine Learning and AI
6605,2024,Senior,Full-time,Data Engineer,93300,United States,In-person,Medium,Data Engineering
6606,2024,Mid-level,Full-time,Data Scientist,93300,Egypt,In-person,Medium,Data Science and Research
6607,2024,Senior,Full-time,Data Scientist,93300,Egypt,In-person,Medium,Data Science and Research
6608,2024,Senior,Full-time,ML Engineer,93300,United States,In-person,Medium,Machine Learning and AI
6609,2024,Senior,Full-time,ML Engineer,93300,Germany,In-person,Medium,Machine Learning and AI
6610,2024,Senior,Full-time,Machine Learning Engineer,93300,Egypt,In-person,Medium,Machine Learning and AI
6611,2024,Senior,Full-time,Data Architect,93400,Australia,In-person,Medium,Data Architecture and Modeling
6612,2024,Senior,Full-time,Data Scientist,93400,United States,In-person,Medium,Data Science and Research
6613,2024,Mid-level,Full-time,Data Engineer,93500,United States,In-person,Medium,Data Engineering
6614,2024,Senior,Full-time,Data Scientist,93800,United States,In-person,Medium,Data Science and Research
6615,2024,Mid-level,Full-time,Data Science Practitioner,93900,United States,In-person,Medium,Data Science and Research
6616,2024,Senior,Full-time,Data Engineer,94000,United States,Remote,Medium,Data Engineering
6617,2024,Mid-level,Full-time,Business Intelligence,94000,United States,In-person,Medium,BI and Visualization
6618,2024,Senior,Full-time,Data Engineer,94100,United States,In-person,Medium,Data Engineering
6619,2024,Senior,Full-time,Analytics Engineer,94200,United States,In-person,Medium,Leadership and Management
6620,2024,Mid-level,Full-time,Data Scientist,94400,United States,In-person,Medium,Data Science and Research
6621,2024,Senior,Full-time,Data Scientist,94400,United States,Remote,Medium,Data Science and Research
6622,2024,Mid-level,Full-time,Data Specialist,94415,United States,In-person,Medium,Data Management and Strategy
6623,2024,Entry-level,Full-time,Data Analyst,94600,United States,In-person,Medium,Data Analysis
6624,2024,Senior,Full-time,Research Analyst,94600,United States,In-person,Medium,Data Science and Research
6625,2024,Mid-level,Full-time,Data Analytics Consultant,94625,United States,Remote,Medium,Leadership and Management
6626,2024,Mid-level,Full-time,Data Scientist,94700,United States,In-person,Medium,Data Science and Research
6627,2024,Senior,Full-time,Data Scientist,94700,United States,In-person,Medium,Data Science and Research
6628,2024,Senior,Full-time,Data Analyst,94800,United States,Remote,Medium,Data Analysis
6629,2024,Entry-level,Full-time,Business Intelligence Analyst,95000,United States,In-person,Medium,BI and Visualization
6630,2024,Senior,Full-time,Data Engineer,95000,United States,Remote,Medium,Data Engineering
6631,2024,Mid-level,Full-time,Data Analyst,95000,United States,In-person,Medium,Data Analysis
6632,2024,Mid-level,Full-time,Data Engineer,95000,United States,Remote,Medium,Data Engineering
6633,2024,Mid-level,Full-time,Data Developer,95000,United States,In-person,Medium,Leadership and Management
6634,2024,Entry-level,Full-time,Data Analyst,95000,United States,In-person,Medium,Data Analysis
6635,2024,Senior,Full-time,Data Engineer,118750,United Kingdom,In-person,Medium,Data Engineering
6636,2024,Mid-level,Full-time,AI Engineer,95000,United States,Remote,Medium,Machine Learning and AI
6637,2024,Entry-level,Full-time,Data Operations Analyst,95000,United States,In-person,Medium,Data Quality and Operations
6638,2024,Mid-level,Full-time,Data Scientist,95000,United States,In-person,Medium,Data Science and Research
6639,2024,Mid-level,Full-time,Data Specialist,95000,United States,Remote,Medium,Data Management and Strategy
6640,2024,Senior,Full-time,Data Engineer,95000,United States,In-person,Medium,Data Engineering
6641,2024,Entry-level,Full-time,Data Analyst,95000,United States,Remote,Medium,Data Analysis
6642,2024,Mid-level,Full-time,Data Science,95000,United States,In-person,Medium,Data Science and Research
6643,2024,Senior,Full-time,BI Developer,95000,India,Remote,Medium,BI and Visualization
6644,2024,Senior,Full-time,Data Scientist,95105,United States,In-person,Medium,Data Science and Research
6645,2024,Senior,Full-time,Data Manager,95300,United States,Remote,Medium,Leadership and Management
6646,2024,Senior,Full-time,AI Engineer,95325,United States,In-person,Medium,Machine Learning and AI
6647,2024,Senior,Full-time,Data Engineer,95325,United States,In-person,Medium,Data Engineering
6648,2024,Mid-level,Full-time,Business Intelligence Developer,95413,United States,Remote,Medium,BI and Visualization
6649,2024,Senior,Full-time,Data Scientist,95776,United States,Remote,Medium,Data Science and Research
6650,2024,Senior,Full-time,Machine Learning Engineer,95828,Canada,Remote,Medium,Machine Learning and AI
6651,2024,Executive,Full-time,Data Science Director,106666,Spain,Remote,Large,Data Science and Research
6652,2024,Senior,Full-time,Data Engineer,96000,United States,In-person,Medium,Data Engineering
6653,2024,Senior,Full-time,Analytics Engineer,96000,United States,In-person,Medium,Leadership and Management
6654,2024,Mid-level,Full-time,Data Engineer,96000,United States,In-person,Medium,Data Engineering
6655,2024,Executive,Full-time,Business Intelligence Engineer,96000,United States,Remote,Medium,BI and Visualization
6656,2024,Senior,Full-time,Data Analyst,96000,United States,In-person,Medium,Data Analysis
6657,2024,Senior,Full-time,Machine Learning Engineer,96200,United States,In-person,Medium,Machine Learning and AI
6658,2024,Senior,Full-time,Data Engineer,96200,United States,In-person,Medium,Data Engineering
6659,2024,Mid-level,Full-time,Research Scientist,96200,United States,Remote,Medium,Data Science and Research
6660,2024,Mid-level,Full-time,Machine Learning Engineer,96411,United States,Remote,Medium,Machine Learning and AI
6661,2024,Mid-level,Full-time,Data Scientist,96412,United States,In-person,Medium,Data Science and Research
6662,2024,Mid-level,Full-time,Data Analyst,96475,United States,Remote,Medium,Data Analysis
6663,2024,Senior,Full-time,Data Analyst,96500,United States,Remote,Medium,Data Analysis
6664,2024,Senior,Full-time,Data Analyst,96600,United States,In-person,Medium,Data Analysis
6665,2024,Senior,Full-time,Data Manager,96600,United States,In-person,Medium,Leadership and Management
6666,2024,Senior,Full-time,Data Scientist,96600,United States,In-person,Medium,Data Science and Research
6667,2024,Senior,Full-time,Research Scientist,96643,Canada,In-person,Medium,Data Science and Research
6668,2024,Senior,Full-time,Analytics Engineer,96700,United States,Remote,Medium,Leadership and Management
6669,2024,Mid-level,Full-time,Data Analyst,96750,United States,In-person,Medium,Data Analysis
6670,2024,Senior,Full-time,Data Scientist,96750,United States,In-person,Medium,Data Science and Research
6671,2024,Entry-level,Full-time,Data Analyst,96761,United States,In-person,Medium,Data Analysis
6672,2024,Entry-level,Full-time,Data Analyst,96800,United States,In-person,Medium,Data Analysis
6673,2024,Entry-level,Full-time,BI Analyst,96800,United States,In-person,Medium,BI and Visualization
6674,2024,Mid-level,Full-time,Research Engineer,96800,United States,In-person,Medium,Data Science and Research
6675,2024,Senior,Full-time,Machine Learning Engineer,96900,United States,In-person,Medium,Machine Learning and AI
6676,2024,Mid-level,Full-time,Data Engineer,97000,United States,In-person,Medium,Data Engineering
6677,2024,Entry-level,Full-time,Data Analyst,97000,United States,In-person,Medium,Data Analysis
6678,2024,Senior,Full-time,Data Scientist,97000,United States,In-person,Medium,Data Science and Research
6679,2024,Mid-level,Full-time,Data Scientist,97000,United States,In-person,Medium,Data Science and Research
6680,2024,Senior,Full-time,Research Engineer,97000,United States,In-person,Medium,Data Science and Research
6681,2024,Mid-level,Full-time,Data Scientist,97060,United States,Remote,Medium,Data Science and Research
6682,2024,Mid-level,Full-time,Data Scientist,97125,United States,In-person,Medium,Data Science and Research
6683,2024,Senior,Full-time,Data Engineer,97200,United States,Remote,Medium,Data Engineering
6684,2024,Executive,Full-time,Data Science,97254,United States,In-person,Medium,Data Science and Research
6685,2024,Senior,Full-time,Data Scientist,97300,United States,In-person,Medium,Data Science and Research
6686,2024,Senior,Full-time,Data Engineer,97335,United States,In-person,Medium,Data Engineering
6687,2024,Mid-level,Full-time,Analytics Engineer,97400,United States,In-person,Medium,Leadership and Management
6688,2024,Entry-level,Full-time,Data Analyst,97500,United States,In-person,Medium,Data Analysis
6689,2024,Senior,Full-time,Machine Learning Engineer,97700,United States,In-person,Medium,Machine Learning and AI
6690,2024,Mid-level,Full-time,Data Engineer,97800,United States,In-person,Medium,Data Engineering
6691,2024,Mid-level,Full-time,Data Engineer,97935,United States,In-person,Medium,Data Engineering
6692,2024,Mid-level,Full-time,Data Scientist,98000,Canada,In-person,Medium,Data Science and Research
6693,2024,Entry-level,Full-time,Data Engineer,98000,United States,In-person,Medium,Data Engineering
6694,2024,Mid-level,Full-time,Data Engineer,98000,United States,In-person,Medium,Data Engineering
6695,2024,Mid-level,Full-time,Data Analyst,98000,United States,Remote,Medium,Data Analysis
6696,2024,Mid-level,Full-time,Data Manager,98500,United States,Remote,Medium,Leadership and Management
6697,2024,Mid-level,Full-time,Data Engineer,98700,United States,Remote,Medium,Data Engineering
6698,2024,Mid-level,Full-time,Data Scientist,98700,United States,Remote,Medium,Data Science and Research
6699,2024,Mid-level,Full-time,Data Scientist,99000,United States,In-person,Medium,Data Science and Research
6700,2024,Entry-level,Full-time,Business Intelligence Analyst,99000,United States,In-person,Medium,BI and Visualization
6701,2024,Senior,Full-time,Data Engineer,99000,United States,In-person,Medium,Data Engineering
6702,2024,Mid-level,Full-time,Data Analytics Manager,99000,United States,In-person,Medium,Leadership and Management
6703,2024,Mid-level,Full-time,Machine Learning Engineer,99100,United States,In-person,Medium,Machine Learning and AI
6704,2024,Entry-level,Full-time,Data Analyst,99200,United States,Remote,Medium,Data Analysis
6705,2024,Senior,Full-time,Data Analytics Specialist,99445,United States,In-person,Medium,Leadership and Management
6706,2024,Senior,Full-time,Data Scientist,99445,United States,In-person,Medium,Data Science and Research
6707,2024,Entry-level,Full-time,Machine Learning Engineer,99500,United States,In-person,Medium,Machine Learning and AI
6708,2024,Senior,Full-time,ETL Developer,99500,United States,In-person,Medium,Data Engineering
6709,2024,Mid-level,Full-time,Business Intelligence Manager,99600,United States,In-person,Medium,BI and Visualization
6710,2024,Senior,Full-time,AI Architect,99750,United States,Remote,Medium,Machine Learning and AI
6711,2024,Entry-level,Full-time,Data Analyst,99900,United States,In-person,Medium,Data Analysis
6712,2024,Senior,Full-time,Data Engineer,100000,United States,In-person,Medium,Data Engineering
6713,2024,Senior,Full-time,Data Engineer,100000,United States,Remote,Medium,Data Engineering
6714,2024,Mid-level,Full-time,Data Integration Engineer,100000,United States,In-person,Medium,Data Engineering
6715,2024,Senior,Full-time,Data Engineer,111111,Poland,Remote,Medium,Data Engineering
6716,2024,Executive,Full-time,Data Analyst,100000,United States,In-person,Medium,Data Analysis
6717,2024,Entry-level,Full-time,Data Analyst,100000,United States,In-person,Medium,Data Analysis
6718,2024,Senior,Full-time,Data Management Consultant,100000,United States,In-person,Medium,Data Management and Strategy
6719,2024,Mid-level,Full-time,Data Scientist,100000,United States,Remote,Medium,Data Science and Research
6720,2024,Senior,Full-time,Data Analyst,100000,United States,In-person,Medium,Data Analysis
6721,2024,Senior,Full-time,Data Integration Engineer,100000,United States,In-person,Medium,Data Engineering
6722,2024,Senior,Full-time,BI Analyst,100000,United States,In-person,Medium,BI and Visualization
